group,variable,value
31-May-19,RESOURC,0.03
31-May-19,SERVICE,1.14
31-May-19,TECH,0.9
4-Jun-19,AGRO,0.9
4-Jun-19,CONSUMP,0.44
4-Jun-19,FINCIAL,1.15
4-Jun-19,INDUS,0.29
4-Jun-19,PROPCON,1.33
4-Jun-19,RESOURC,0.69
4-Jun-19,SERVICE,1.64
4-Jun-19,TECH,0.61
5-Jun-19,AGRO,0.82
5-Jun-19,CONSUMP,1.02
5-Jun-19,FINCIAL,0.96
5-Jun-19,INDUS,0.84
5-Jun-19,PROPCON,0.7
5-Jun-19,RESOURC,0.76
5-Jun-19,SERVICE,0.23
5-Jun-19,TECH,0.72
6-Jun-19,AGRO,0.35
6-Jun-19,CONSUMP,0.24
6-Jun-19,FINCIAL,0.3
6-Jun-19,INDUS,0.17
6-Jun-19,PROPCON,0.93
6-Jun-19,RESOURC,0.13
6-Jun-19,SERVICE,0.4
6-Jun-19,TECH,0.26
7-Jun-19,AGRO,0.44
7-Jun-19,CONSUMP,0.23
7-Jun-19,FINCIAL,0.55
7-Jun-19,INDUS,0.45
7-Jun-19,PROPCON,0.09
7-Jun-19,RESOURC,0.13
7-Jun-19,SERVICE,0.28
7-Jun-19,TECH,0.13
10-Jun-19,AGRO,0.76
10-Jun-19,CONSUMP,0.01
10-Jun-19,FINCIAL,0.67
10-Jun-19,INDUS,1.17
10-Jun-19,PROPCON,0.27
10-Jun-19,RESOURC,1.17
10-Jun-19,SERVICE,0.32
10-Jun-19,TECH,0.9
11-Jun-19,AGRO,0.5
11-Jun-19,CONSUMP,0.07
11-Jun-19,FINCIAL,0.31
11-Jun-19,INDUS,0.25
11-Jun-19,PROPCON,0.04
11-Jun-19,RESOURC,0.49
11-Jun-19,SERVICE,0.32
11-Jun-19,TECH,0.52
12-Jun-19,AGRO,0.14
12-Jun-19,CONSUMP,0.44
12-Jun-19,FINCIAL,0.36
12-Jun-19,INDUS,0.74
12-Jun-19,PROPCON,0.1
12-Jun-19,RESOURC,0.54
12-Jun-19,SERVICE,0.16
12-Jun-19,TECH,1.05
13-Jun-19,AGRO,0.43
13-Jun-19,CONSUMP,0.12
13-Jun-19,FINCIAL,0.36
13-Jun-19,INDUS,0.41
13-Jun-19,PROPCON,0.35
13-Jun-19,RESOURC,0.52
13-Jun-19,SERVICE,0.43
13-Jun-19,TECH,0.29
14-Jun-19,AGRO,0.15
14-Jun-19,CONSUMP,0.11
14-Jun-19,FINCIAL,0.39
14-Jun-19,INDUS,0.17
14-Jun-19,PROPCON,0.07
14-Jun-19,RESOURC,0.18
14-Jun-19,SERVICE,0.22
14-Jun-19,TECH,0.57
17-Jun-19,AGRO,1.06
17-Jun-19,CONSUMP,0.63
17-Jun-19,FINCIAL,0.27
17-Jun-19,INDUS,0.29
17-Jun-19,PROPCON,0.38
17-Jun-19,RESOURC,0.37
17-Jun-19,SERVICE,0.49
17-Jun-19,TECH,0.81
18-Jun-19,AGRO,1.22
18-Jun-19,CONSUMP,0.69
18-Jun-19,FINCIAL,0.14
18-Jun-19,INDUS,1.12
18-Jun-19,PROPCON,0.63
18-Jun-19,RESOURC,1.54
18-Jun-19,SERVICE,1.08
18-Jun-19,TECH,1.18
19-Jun-19,AGRO,0.74
19-Jun-19,CONSUMP,0.75
19-Jun-19,FINCIAL,0.99
19-Jun-19,INDUS,0.8
19-Jun-19,PROPCON,0.83
19-Jun-19,RESOURC,1.08
19-Jun-19,SERVICE,2.29
19-Jun-19,TECH,1.44
20-Jun-19,AGRO,0.23
20-Jun-19,CONSUMP,0.13
20-Jun-19,FINCIAL,0.44
20-Jun-19,INDUS,0.88
20-Jun-19,PROPCON,0.34
20-Jun-19,RESOURC,1.55
20-Jun-19,SERVICE,0.49
20-Jun-19,TECH,0.81
21-Jun-19,AGRO,0.38
21-Jun-19,CONSUMP,0.12
21-Jun-19,FINCIAL,0.44
21-Jun-19,INDUS,0.28
21-Jun-19,PROPCON,0.2
21-Jun-19,RESOURC,0.07
21-Jun-19,SERVICE,0.04
21-Jun-19,TECH,0.14
24-Jun-19,AGRO,0.75
24-Jun-19,CONSUMP,0.51
24-Jun-19,FINCIAL,0.17
24-Jun-19,INDUS,0.3
24-Jun-19,PROPCON,0.3
24-Jun-19,RESOURC,0.45
24-Jun-19,SERVICE,0.12
24-Jun-19,TECH,0.01
25-Jun-19,AGRO,0.63
25-Jun-19,CONSUMP,0.79
25-Jun-19,FINCIAL,0.14
25-Jun-19,INDUS,0.99
25-Jun-19,PROPCON,0.62
25-Jun-19,RESOURC,0.07
25-Jun-19,SERVICE,0.21
25-Jun-19,TECH,0.71
26-Jun-19,AGRO,0.02
26-Jun-19,CONSUMP,0.03
26-Jun-19,FINCIAL,0.04
26-Jun-19,INDUS,0.65
26-Jun-19,PROPCON,0.54
26-Jun-19,RESOURC,0.32
26-Jun-19,SERVICE,0.29
26-Jun-19,TECH,0.1
27-Jun-19,AGRO,1.16
27-Jun-19,CONSUMP,0.2
27-Jun-19,FINCIAL,0.19
27-Jun-19,INDUS,0.21
27-Jun-19,PROPCON,0.19
27-Jun-19,RESOURC,0.74
27-Jun-19,SERVICE,0.24
27-Jun-19,TECH,2.12
28-Jun-19,AGRO,0.17
28-Jun-19,CONSUMP,0.55
28-Jun-19,FINCIAL,0.12
28-Jun-19,INDUS,0.75
28-Jun-19,PROPCON,0.24
28-Jun-19,RESOURC,0.2
28-Jun-19,SERVICE,0.26
28-Jun-19,TECH,1.27
1-Jul-19,AGRO,0.6
1-Jul-19,CONSUMP,0.19
1-Jul-19,FINCIAL,0.86
1-Jul-19,INDUS,1.01
1-Jul-19,PROPCON,0.2
1-Jul-19,RESOURC,1.4
1-Jul-19,SERVICE,0.37
1-Jul-19,TECH,0.55
2-Jul-19,AGRO,0.02
2-Jul-19,CONSUMP,0.21
2-Jul-19,FINCIAL,0.38
2-Jul-19,INDUS,1.24
2-Jul-19,PROPCON,0.35
2-Jul-19,RESOURC,1.22
2-Jul-19,SERVICE,0.05
2-Jul-19,TECH,0.67
3-Jul-19,AGRO,1.49
3-Jul-19,CONSUMP,0.09
3-Jul-19,FINCIAL,0.06
3-Jul-19,INDUS,0.52
3-Jul-19,PROPCON,1.01
3-Jul-19,RESOURC,0.22
3-Jul-19,SERVICE,0.49
3-Jul-19,TECH,0.78
4-Jul-19,AGRO,0.88
4-Jul-19,CONSUMP,0.91
4-Jul-19,FINCIAL,0.74
4-Jul-19,INDUS,1.51
4-Jul-19,PROPCON,0.69
4-Jul-19,RESOURC,1.06
4-Jul-19,SERVICE,0.62
4-Jul-19,TECH,0.77
5-Jul-19,AGRO,0.84
5-Jul-19,CONSUMP,0.8
5-Jul-19,FINCIAL,0.16
5-Jul-19,INDUS,0.11
5-Jul-19,PROPCON,0.26
5-Jul-19,RESOURC,0.54
5-Jul-19,SERVICE,0.54
5-Jul-19,TECH,0.23
8-Jul-19,AGRO,0.63
8-Jul-19,CONSUMP,0.19
8-Jul-19,FINCIAL,0.06
8-Jul-19,INDUS,1.64
8-Jul-19,PROPCON,0.02
8-Jul-19,RESOURC,0.1
8-Jul-19,SERVICE,0.06
8-Jul-19,TECH,0.14
9-Jul-19,AGRO, -
9-Jul-19,CONSUMP,0.63
9-Jul-19,FINCIAL,0.54
9-Jul-19,INDUS,1.39
9-Jul-19,PROPCON,0.16
9-Jul-19,RESOURC,0.96
9-Jul-19,SERVICE,0.4
9-Jul-19,TECH,0.6
10-Jul-19,AGRO,0.75
10-Jul-19,CONSUMP,0.24
10-Jul-19,FINCIAL,0.67
10-Jul-19,INDUS,0.92
10-Jul-19,PROPCON,0.01
10-Jul-19,RESOURC,1.46
10-Jul-19,SERVICE,1.2
10-Jul-19,TECH,2.23
11-Jul-19,AGRO,0.01
11-Jul-19,CONSUMP,0.26
11-Jul-19,FINCIAL,0.39
11-Jul-19,INDUS,0.03
11-Jul-19,PROPCON,0.28
11-Jul-19,RESOURC,0.38
11-Jul-19,SERVICE,0.24
11-Jul-19,TECH,0.63
12-Jul-19,AGRO,0.42
12-Jul-19,CONSUMP,0.41
12-Jul-19,FINCIAL,0.23
12-Jul-19,INDUS,0.07
12-Jul-19,PROPCON,0.63
12-Jul-19,RESOURC,0.4
12-Jul-19,SERVICE,0.55
12-Jul-19,TECH,1.2
15-Jul-19,AGRO,1.23
15-Jul-19,CONSUMP,0.67
15-Jul-19,FINCIAL,0.24
15-Jul-19,INDUS,0.05
15-Jul-19,PROPCON,0.23
15-Jul-19,RESOURC,0.18
15-Jul-19,SERVICE,0.53
15-Jul-19,TECH,1.33
17-Jul-19,AGRO,0.16
17-Jul-19,CONSUMP,0.16
17-Jul-19,FINCIAL,0.36
17-Jul-19,INDUS,1.39
17-Jul-19,PROPCON,1.43
17-Jul-19,RESOURC,0.75
17-Jul-19,SERVICE,0.25
17-Jul-19,TECH,0.52
18-Jul-19,AGRO,0.02
18-Jul-19,CONSUMP,0.01
18-Jul-19,FINCIAL,0.2
18-Jul-19,INDUS,0.68
18-Jul-19,PROPCON,0.68
18-Jul-19,RESOURC,0.36
18-Jul-19,SERVICE,0.01
18-Jul-19,TECH,0.23
19-Jul-19,AGRO,1.92
19-Jul-19,CONSUMP,0.32
19-Jul-19,FINCIAL,0.54
19-Jul-19,INDUS,0.43
19-Jul-19,PROPCON,0.63
19-Jul-19,RESOURC,0.12
19-Jul-19,SERVICE,0.85
19-Jul-19,TECH,1.09
22-Jul-19,AGRO,1.16
22-Jul-19,CONSUMP,0.65
22-Jul-19,FINCIAL,0.01
22-Jul-19,INDUS,0.46
22-Jul-19,PROPCON,0.04
22-Jul-19,RESOURC,0.14
22-Jul-19,SERVICE,0.99
22-Jul-19,TECH,1.09
23-Jul-19,AGRO,0.09
23-Jul-19,CONSUMP,0.15
23-Jul-19,FINCIAL,0.24
23-Jul-19,INDUS,0.36
23-Jul-19,PROPCON,0.01
23-Jul-19,RESOURC,0.05
23-Jul-19,SERVICE,0.34
23-Jul-19,TECH,1.76
24-Jul-19,AGRO,0.33
24-Jul-19,CONSUMP,1.05
24-Jul-19,FINCIAL,0.06
24-Jul-19,INDUS,0.45
24-Jul-19,PROPCON,0.09
24-Jul-19,RESOURC,0.1
24-Jul-19,SERVICE,0.08
24-Jul-19,TECH,0.97
25-Jul-19,AGRO,0.56
25-Jul-19,CONSUMP,0.11
25-Jul-19,FINCIAL,0.71
25-Jul-19,INDUS,0.93
25-Jul-19,PROPCON,0.14
25-Jul-19,RESOURC,0.21
25-Jul-19,SERVICE,0.27
25-Jul-19,TECH,0.12
26-Jul-19,AGRO,0.13
26-Jul-19,CONSUMP,0.01
26-Jul-19,FINCIAL,0.95
26-Jul-19,INDUS,1.67
26-Jul-19,PROPCON,0.87
26-Jul-19,RESOURC,0.71
26-Jul-19,SERVICE,0.59
26-Jul-19,TECH,0.74
30-Jul-19,AGRO,1.46
30-Jul-19,CONSUMP,0.76
30-Jul-19,FINCIAL,1.04
30-Jul-19,INDUS,0.07
30-Jul-19,PROPCON,1.11
30-Jul-19,RESOURC,0.62
30-Jul-19,SERVICE,0.32
30-Jul-19,TECH,0.26
31-Jul-19,AGRO,0.56
31-Jul-19,CONSUMP,0.06
31-Jul-19,FINCIAL,0.86
31-Jul-19,INDUS,0.48
31-Jul-19,PROPCON,0.25
31-Jul-19,RESOURC,0.2
31-Jul-19,SERVICE,0.17
31-Jul-19,TECH,0.03
1-Aug-19,AGRO,1.44
1-Aug-19,CONSUMP,0.47
1-Aug-19,FINCIAL,0.66
1-Aug-19,INDUS,0.8
1-Aug-19,PROPCON,0.74
1-Aug-19,RESOURC,0.43
1-Aug-19,SERVICE,0.64
1-Aug-19,TECH,1.1
2-Aug-19,AGRO,0.71
2-Aug-19,CONSUMP,0.5
2-Aug-19,FINCIAL,0.13
2-Aug-19,INDUS,2.79
2-Aug-19,PROPCON,0.88
2-Aug-19,RESOURC,1.8
2-Aug-19,SERVICE,0.35
2-Aug-19,TECH,0.64
5-Aug-19,AGRO,0.71
5-Aug-19,CONSUMP,0.4
5-Aug-19,FINCIAL,1.52
5-Aug-19,INDUS,0.5
5-Aug-19,PROPCON,0.83
5-Aug-19,RESOURC,0.79
5-Aug-19,SERVICE,1.24
5-Aug-19,TECH,1.87
6-Aug-19,AGRO,0.09
6-Aug-19,CONSUMP,1.08
6-Aug-19,FINCIAL,0.11
6-Aug-19,INDUS,1.31
6-Aug-19,PROPCON,0.04
6-Aug-19,RESOURC,0.18
6-Aug-19,SERVICE,0.4
6-Aug-19,TECH,3.21
7-Aug-19,AGRO,0.05
7-Aug-19,CONSUMP,0.64
7-Aug-19,FINCIAL,1.06
7-Aug-19,INDUS,0.59
7-Aug-19,PROPCON,0.31
7-Aug-19,RESOURC,0.78
7-Aug-19,SERVICE,0.28
7-Aug-19,TECH,1.43
8-Aug-19,AGRO,0.86
8-Aug-19,CONSUMP,0.27
8-Aug-19,FINCIAL,1.37
8-Aug-19,INDUS,1.06
8-Aug-19,PROPCON,0.3
8-Aug-19,RESOURC,1.03
8-Aug-19,SERVICE,0.84
8-Aug-19,TECH,0.06
9-Aug-19,AGRO,1.39
9-Aug-19,CONSUMP,0.36
9-Aug-19,FINCIAL,1.28
9-Aug-19,INDUS,0.1
9-Aug-19,PROPCON,0.48
9-Aug-19,RESOURC,0.66
9-Aug-19,SERVICE,1.17
9-Aug-19,TECH,0.46
13-Aug-19,AGRO,1.47
13-Aug-19,CONSUMP,1.18
13-Aug-19,FINCIAL,1.57
13-Aug-19,INDUS,1.83
13-Aug-19,PROPCON,1.79
13-Aug-19,RESOURC,2.23
13-Aug-19,SERVICE,2.44
13-Aug-19,TECH,0.23
14-Aug-19,AGRO,1.07
14-Aug-19,CONSUMP,0.21
14-Aug-19,FINCIAL,2.58
14-Aug-19,INDUS,1.21
14-Aug-19,PROPCON,0.27
14-Aug-19,RESOURC,0.62
14-Aug-19,SERVICE, -
14-Aug-19,TECH,0.59
15-Aug-19,AGRO,0.49
15-Aug-19,CONSUMP,0.83
15-Aug-19,FINCIAL,0.74
15-Aug-19,INDUS,0.93
15-Aug-19,PROPCON,1.27
15-Aug-19,RESOURC,1.41
15-Aug-19,SERVICE,0.24
15-Aug-19,TECH,2.59
16-Aug-19,AGRO,2.08
16-Aug-19,CONSUMP,0.66
16-Aug-19,FINCIAL,2.54
16-Aug-19,INDUS,0.98
16-Aug-19,PROPCON,1.39
16-Aug-19,RESOURC,1.48
16-Aug-19,SERVICE,1.46
16-Aug-19,TECH,2.17
19-Aug-19,AGRO,0.08
19-Aug-19,CONSUMP,0.04
19-Aug-19,FINCIAL,0.67
19-Aug-19,INDUS,0.98
19-Aug-19,PROPCON,0.1
19-Aug-19,RESOURC,0.44
19-Aug-19,SERVICE,0.71
19-Aug-19,TECH,0.52
20-Aug-19,AGRO,0.02
20-Aug-19,CONSUMP,0.52
20-Aug-19,FINCIAL,1.25
20-Aug-19,INDUS,2.16
20-Aug-19,PROPCON,0.82
20-Aug-19,RESOURC,0.87
20-Aug-19,SERVICE,0.58
20-Aug-19,TECH,0.45
21-Aug-19,AGRO,0.79
21-Aug-19,CONSUMP,0.7
21-Aug-19,FINCIAL,0.11
21-Aug-19,INDUS,0.62
21-Aug-19,PROPCON,0.35
21-Aug-19,RESOURC,1.33
21-Aug-19,SERVICE,0.82
21-Aug-19,TECH,1.56
22-Aug-19,AGRO,0.49
22-Aug-19,CONSUMP,0.12
22-Aug-19,FINCIAL,0.3
22-Aug-19,INDUS,3.1
22-Aug-19,PROPCON,0.11
22-Aug-19,RESOURC,0.62
22-Aug-19,SERVICE,0.11
22-Aug-19,TECH,0.83
23-Aug-19,AGRO,0.46
23-Aug-19,CONSUMP,0.42
23-Aug-19,FINCIAL,0.66
23-Aug-19,INDUS,0.45
23-Aug-19,PROPCON,0.57
23-Aug-19,RESOURC,0.8
23-Aug-19,SERVICE,0.97
23-Aug-19,TECH,1.33
26-Aug-19,AGRO,1.36
26-Aug-19,CONSUMP,0.68
26-Aug-19,FINCIAL,1.12
26-Aug-19,INDUS,4.23
26-Aug-19,PROPCON,1.29
26-Aug-19,RESOURC,2.27
26-Aug-19,SERVICE,0.79
26-Aug-19,TECH,1.05
27-Aug-19,AGRO,0.11
27-Aug-19,CONSUMP,0.48
27-Aug-19,FINCIAL,0.74
27-Aug-19,INDUS,0.23
27-Aug-19,PROPCON,0.07
27-Aug-19,RESOURC,0.5
27-Aug-19,SERVICE,0.31
27-Aug-19,TECH,1.3
28-Aug-19,AGRO,0.34
28-Aug-19,CONSUMP,0.27
28-Aug-19,FINCIAL,0.26
28-Aug-19,INDUS,0.92
28-Aug-19,PROPCON,0.23
28-Aug-19,RESOURC,0.49
28-Aug-19,SERVICE,0.33
28-Aug-19,TECH,0.16
29-Aug-19,AGRO,0.03
29-Aug-19,CONSUMP,0.03
29-Aug-19,FINCIAL,1.65
29-Aug-19,INDUS,3.42
29-Aug-19,PROPCON,0.88
29-Aug-19,RESOURC,3.14
29-Aug-19,SERVICE,0.49
29-Aug-19,TECH,0.34
30-Aug-19,AGRO,0.14
30-Aug-19,CONSUMP,0.37
30-Aug-19,FINCIAL,1.23
30-Aug-19,INDUS,1.12
30-Aug-19,PROPCON,0.71
30-Aug-19,RESOURC,1.78
30-Aug-19,SERVICE,0.63
30-Aug-19,TECH,0.54
2-Sep-19,AGRO,0.04
2-Sep-19,CONSUMP,1.42
2-Sep-19,FINCIAL,0.4
2-Sep-19,INDUS,1.12
2-Sep-19,PROPCON,0.07
2-Sep-19,RESOURC,0.01
2-Sep-19,SERVICE,0.27
2-Sep-19,TECH,0.33
3-Sep-19,AGRO,1.09
3-Sep-19,CONSUMP,0.85
3-Sep-19,FINCIAL,1.43
3-Sep-19,INDUS,1.1
3-Sep-19,PROPCON,0.66
3-Sep-19,RESOURC,0.34
3-Sep-19,SERVICE,0.89
3-Sep-19,TECH,0.33
4-Sep-19,AGRO,1.41
4-Sep-19,CONSUMP,0.37
4-Sep-19,FINCIAL,0.48
4-Sep-19,INDUS,1.06
4-Sep-19,PROPCON,0.7
4-Sep-19,RESOURC,0.77
4-Sep-19,SERVICE,2.17
4-Sep-19,TECH,0.89
5-Sep-19,AGRO,0.75
5-Sep-19,CONSUMP,0.46
5-Sep-19,FINCIAL,0.75
5-Sep-19,INDUS,0.37
5-Sep-19,PROPCON,0.6
5-Sep-19,RESOURC,1.45
5-Sep-19,SERVICE,0.05
5-Sep-19,TECH,0.9
6-Sep-19,AGRO,0.64
6-Sep-19,CONSUMP,0.04
6-Sep-19,FINCIAL,0.13
6-Sep-19,INDUS,0.07
6-Sep-19,PROPCON,0.34
6-Sep-19,RESOURC,0.11
6-Sep-19,SERVICE,0.1
6-Sep-19,TECH,0.64
9-Sep-19,AGRO,0.35
9-Sep-19,CONSUMP,0.27
9-Sep-19,FINCIAL,0.05
9-Sep-19,INDUS,0.29
9-Sep-19,PROPCON,0.23
9-Sep-19,RESOURC,0.63
9-Sep-19,SERVICE,0.2
9-Sep-19,TECH,0.86
10-Sep-19,AGRO,1.69
10-Sep-19,CONSUMP,0.55
10-Sep-19,FINCIAL,0.89
10-Sep-19,INDUS,0.4
10-Sep-19,PROPCON,0.27
10-Sep-19,RESOURC,0.27
10-Sep-19,SERVICE,0.45
10-Sep-19,TECH,2.2
11-Sep-19,AGRO,0.62
11-Sep-19,CONSUMP,0.34
11-Sep-19,FINCIAL,1.85
11-Sep-19,INDUS,2.64
11-Sep-19,PROPCON,0.48
11-Sep-19,RESOURC,0.21
11-Sep-19,SERVICE,0.03
11-Sep-19,TECH,0.22
12-Sep-19,AGRO,0.47
12-Sep-19,CONSUMP,0.08
12-Sep-19,FINCIAL,0.39
12-Sep-19,INDUS,0.77
12-Sep-19,PROPCON,0.15
12-Sep-19,RESOURC,0.92
12-Sep-19,SERVICE,1.43
12-Sep-19,TECH,1.88
13-Sep-19,AGRO,0.2
13-Sep-19,CONSUMP,0.1
13-Sep-19,FINCIAL,0.48
13-Sep-19,INDUS,0.19
13-Sep-19,PROPCON,0.33
13-Sep-19,RESOURC,0.37
13-Sep-19,SERVICE,0.37
13-Sep-19,TECH,0.95
16-Sep-19,AGRO,0.85
16-Sep-19,CONSUMP,0.03
16-Sep-19,FINCIAL,1.27
16-Sep-19,INDUS,0.58
16-Sep-19,PROPCON,0.85
16-Sep-19,RESOURC,1.7
16-Sep-19,SERVICE,0.21
16-Sep-19,TECH,0.15
17-Sep-19,AGRO,0.97
17-Sep-19,CONSUMP,0.07
17-Sep-19,FINCIAL,0.12
17-Sep-19,INDUS,1.06
17-Sep-19,PROPCON,0.91
17-Sep-19,RESOURC,0.88
17-Sep-19,SERVICE,0.17
17-Sep-19,TECH,0.64
18-Sep-19,AGRO,0.04
18-Sep-19,CONSUMP,0.24
18-Sep-19,FINCIAL,0.5
18-Sep-19,INDUS,4.94
18-Sep-19,PROPCON,0.01
18-Sep-19,RESOURC,1.97
18-Sep-19,SERVICE,0.06
18-Sep-19,TECH,0.37
19-Sep-19,AGRO,1.72
19-Sep-19,CONSUMP,0.81
19-Sep-19,FINCIAL,0.27
19-Sep-19,INDUS,0.69
19-Sep-19,PROPCON,0.5
19-Sep-19,RESOURC,1.38
19-Sep-19,SERVICE,0.29
19-Sep-19,TECH,1.64
20-Sep-19,AGRO,0.03
20-Sep-19,CONSUMP,0.38
20-Sep-19,FINCIAL,0.36
20-Sep-19,INDUS,1.06
20-Sep-19,PROPCON,0.54
20-Sep-19,RESOURC,0.3
20-Sep-19,SERVICE,0.4
20-Sep-19,TECH,0.11
23-Sep-19,AGRO,0.22
23-Sep-19,CONSUMP,0.63
23-Sep-19,FINCIAL,1.24
23-Sep-19,INDUS,0.23
23-Sep-19,PROPCON,0.29
23-Sep-19,RESOURC,0.06
23-Sep-19,SERVICE,0.95
23-Sep-19,TECH,3.28
24-Sep-19,AGRO,0.8
24-Sep-19,CONSUMP,0.11
24-Sep-19,FINCIAL,0.08
24-Sep-19,INDUS,0.63
24-Sep-19,PROPCON,0.19
24-Sep-19,RESOURC,0.95
24-Sep-19,SERVICE,0.17
24-Sep-19,TECH,1.52
25-Sep-19,AGRO,0.45
25-Sep-19,CONSUMP,0.1
25-Sep-19,FINCIAL,0.44
25-Sep-19,INDUS,0.27
25-Sep-19,PROPCON,0.27
25-Sep-19,RESOURC,0.68
25-Sep-19,SERVICE,0.11
25-Sep-19,TECH,0.66
26-Sep-19,AGRO,0.75
26-Sep-19,CONSUMP,0.03
26-Sep-19,FINCIAL,0.03
26-Sep-19,INDUS,0.89
26-Sep-19,PROPCON,0.07
26-Sep-19,RESOURC,0.82
26-Sep-19,SERVICE,0.36
26-Sep-19,TECH,1.32
27-Sep-19,AGRO,0.49
27-Sep-19,CONSUMP,0.14
27-Sep-19,FINCIAL,0.44
27-Sep-19,INDUS,0.03
27-Sep-19,PROPCON,0.3
27-Sep-19,RESOURC,0.11
27-Sep-19,SERVICE,0.81
27-Sep-19,TECH,0.54
30-Sep-19,AGRO,0.12
30-Sep-19,CONSUMP,0.02
30-Sep-19,FINCIAL,1.03
30-Sep-19,INDUS,0.92
30-Sep-19,PROPCON,0.66
30-Sep-19,RESOURC,0.04
30-Sep-19,SERVICE,0.11
30-Sep-19,TECH,0.59
1-Oct-19,AGRO,0.78
1-Oct-19,CONSUMP,0.54
1-Oct-19,FINCIAL,0.48
1-Oct-19,INDUS,1.34
1-Oct-19,PROPCON,0.44
1-Oct-19,RESOURC,1.05
1-Oct-19,SERVICE,0.88
1-Oct-19,TECH,0.84
2-Oct-19,AGRO,0.51
2-Oct-19,CONSUMP,0.34
2-Oct-19,FINCIAL,1.42
2-Oct-19,INDUS,1.17
2-Oct-19,PROPCON,0.58
2-Oct-19,RESOURC,0.29
2-Oct-19,SERVICE,0.68
2-Oct-19,TECH,0.13
3-Oct-19,AGRO,0.22
3-Oct-19,CONSUMP,0.29
3-Oct-19,FINCIAL,0.29
3-Oct-19,INDUS,0.56
3-Oct-19,PROPCON,0.95
3-Oct-19,RESOURC,0.2
3-Oct-19,SERVICE,0.12
3-Oct-19,TECH,0.53
4-Oct-19,AGRO,0.61
4-Oct-19,CONSUMP,0.34
4-Oct-19,FINCIAL,0.43
4-Oct-19,INDUS,0.46
4-Oct-19,PROPCON,0.31
4-Oct-19,RESOURC,0.24
4-Oct-19,SERVICE,0.4
4-Oct-19,TECH,0.36
7-Oct-19,AGRO,0.57
7-Oct-19,CONSUMP,0.12
7-Oct-19,FINCIAL,0.83
7-Oct-19,INDUS,0.6
7-Oct-19,PROPCON,0.2
7-Oct-19,RESOURC,0.94
7-Oct-19,SERVICE,0.49
7-Oct-19,TECH,0.24
8-Oct-19,AGRO,0.53
8-Oct-19,CONSUMP,0.48
8-Oct-19,FINCIAL,0.26
8-Oct-19,INDUS,0.23
8-Oct-19,PROPCON,0.15
8-Oct-19,RESOURC,0.19
8-Oct-19,SERVICE,0.19
8-Oct-19,TECH,1.04
9-Oct-19,AGRO,0.53
9-Oct-19,CONSUMP,0.2
9-Oct-19,FINCIAL,0.43
9-Oct-19,INDUS,0.19
9-Oct-19,PROPCON,0.33
9-Oct-19,RESOURC,0.65
9-Oct-19,SERVICE,0.15
9-Oct-19,TECH,0.36
10-Oct-19,AGRO,0.53
10-Oct-19,CONSUMP,0.47
10-Oct-19,FINCIAL,0.67
10-Oct-19,INDUS,0.44
10-Oct-19,PROPCON,0.65
10-Oct-19,RESOURC,0.76
10-Oct-19,SERVICE,0.33
10-Oct-19,TECH,0.26
11-Oct-19,AGRO,0.77
11-Oct-19,CONSUMP,0.09
11-Oct-19,FINCIAL,0.88
11-Oct-19,INDUS,1.38
11-Oct-19,PROPCON,0.33
11-Oct-19,RESOURC,2.06
11-Oct-19,SERVICE,0.94
11-Oct-19,TECH,1.46
15-Oct-19,AGRO,0.03
15-Oct-19,CONSUMP,0.66
15-Oct-19,FINCIAL,0.02
15-Oct-19,INDUS,0.8
15-Oct-19,PROPCON,0.18
15-Oct-19,RESOURC,0.09
15-Oct-19,SERVICE,0.05
15-Oct-19,TECH,0.78
16-Oct-19,AGRO,1.09
16-Oct-19,CONSUMP,0.07
16-Oct-19,FINCIAL,0.53
16-Oct-19,INDUS,1.34
16-Oct-19,PROPCON,0.25
16-Oct-19,RESOURC,0.37
16-Oct-19,SERVICE,0.78
16-Oct-19,TECH,0.41
17-Oct-19,AGRO,0.63
17-Oct-19,CONSUMP,0.41
17-Oct-19,FINCIAL,0.24
17-Oct-19,INDUS,2.81
17-Oct-19,PROPCON,0.43
17-Oct-19,RESOURC,0.43
17-Oct-19,SERVICE,0.16
17-Oct-19,TECH,0.65
18-Oct-19,AGRO,0.25
18-Oct-19,CONSUMP,0.25
18-Oct-19,FINCIAL,0.02
18-Oct-19,INDUS,0.17
18-Oct-19,PROPCON,0.44
18-Oct-19,RESOURC,0.01
18-Oct-19,SERVICE,0.05
18-Oct-19,TECH,0.01
21-Oct-19,AGRO,0.29
21-Oct-19,CONSUMP,0.46
21-Oct-19,FINCIAL,0.81
21-Oct-19,INDUS,0.71
21-Oct-19,PROPCON,0.68
21-Oct-19,RESOURC,0.75
21-Oct-19,SERVICE,0.9
21-Oct-19,TECH,0.25
22-Oct-19,AGRO,1.05
22-Oct-19,CONSUMP,0.21
22-Oct-19,FINCIAL,0.49
22-Oct-19,INDUS,0.44
22-Oct-19,PROPCON,0.41
22-Oct-19,RESOURC,1.65
22-Oct-19,SERVICE,0.37
22-Oct-19,TECH,0.36
24-Oct-19,AGRO,1.29
24-Oct-19,CONSUMP,0.95
24-Oct-19,FINCIAL,3.05
24-Oct-19,INDUS,1.63
24-Oct-19,PROPCON,0.92
24-Oct-19,RESOURC,0.31
24-Oct-19,SERVICE,0.15
24-Oct-19,TECH,0.08
25-Oct-19,AGRO,1.85
